Wall time,Step,Value
1751413195.575687,25,5.141410827636719
1751413230.874905,50,5.759732723236084
1751413266.339585,75,5.34028434753418
1751413302.1300466,100,5.477591037750244
1751413337.9088266,125,4.576887607574463
1751413373.605324,150,4.523379325866699
1751413408.6266665,175,5.056726455688477
1751413443.8294618,200,5.7585906982421875
1751413479.3676083,225,5.833674907684326
1751413514.8732252,250,5.506804466247559
1751413550.1469362,275,7.186049461364746
1751413585.2279506,300,6.311936855316162
1751413620.3336604,325,6.5604400634765625
1751413655.4695363,350,5.177771091461182
1751413690.537572,375,6.256592273712158
1751413725.0998356,400,5.943593978881836
1751413759.5326777,425,5.094482898712158
1751413794.1423633,450,8.217129707336426
1751413829.0584438,475,6.144221305847168
1751413863.997032,500,5.766080379486084
1751414193.678403,525,5.644071578979492
1751414228.3959095,550,6.720248699188232
1751414263.0871618,575,6.396265029907227
1751414298.0593,600,6.0996317863464355
1751414332.897358,625,7.375853061676025
1751414367.9336998,650,5.676890850067139
1751414402.8075626,675,6.1630072593688965
1751414437.7170446,700,6.626178741455078
1751414472.6523662,725,7.028685092926025
1751414506.4100084,750,5.067840576171875
1751414541.4384687,775,6.195781230926514
1751414576.2902663,800,5.904269218444824
1751414611.0833585,825,6.914648056030273
1751414645.788125,850,4.768416404724121
1751414680.5117562,875,5.886300086975098
1751414715.3168144,900,6.900811672210693
1751414749.9533365,925,5.7072319984436035
1751414784.836622,950,6.185003757476807
1751414819.6889584,975,6.169313907623291
1751414854.4244897,1000,5.825844764709473
1751415170.073713,1025,5.184537887573242
1751415204.8814573,1050,5.771644115447998
1751415239.0196898,1075,6.5696611404418945
1751415273.0416512,1100,4.987785339355469
1751415307.3280835,1125,5.580188274383545
1751415341.7577817,1150,4.828797817230225
1751415376.2710311,1175,4.676807880401611
1751415410.615415,1200,5.4909281730651855
1751415445.0927649,1225,5.183631896972656
1751415479.7123456,1250,3.991508722305298
1751415514.234516,1275,4.734073638916016
1751415548.769233,1300,5.400135040283203
1751415583.1745183,1325,5.937768459320068
1751415617.899373,1350,4.395820617675781
1751415652.8465471,1375,4.887124538421631
1751415687.7989378,1400,4.331875801086426
1751415722.7763133,1425,3.86479115486145
1751415757.598514,1450,5.1902055740356445
1751415792.4237287,1475,4.654480457305908
1751415826.2160566,1500,5.565362930297852
1751416131.7522087,1525,4.196619987487793
1751416166.7138252,1550,4.634378433227539
1751416201.1842532,1575,5.040216445922852
1751416235.567154,1600,4.947728157043457
1751416269.9311903,1625,6.435327529907227
1751416304.187011,1650,4.447059154510498
1751416338.4515243,1675,4.186105251312256
