Wall time,Step,Value
1751413195.575666,25,3.2105000019073486
1751413230.874887,50,3.135999917984009
1751413266.33956,75,2.903700113296509
1751413302.13002,100,2.6642000675201416
1751413337.908809,125,2.3594000339508057
1751413373.605292,150,2.151900053024292
1751413408.6266458,175,2.1033999919891357
1751413443.8294387,200,1.905500054359436
1751413479.3675892,225,1.7493000030517578
1751413514.8732057,250,1.7122000455856323
1751413550.1469147,275,1.6241999864578247
1751413585.227931,300,1.5844000577926636
1751413620.3336415,325,1.555999994277954
1751413655.4695168,350,1.4311000108718872
1751413690.537554,375,1.4888999462127686
1751413725.099818,400,1.482699990272522
1751413759.5326574,425,1.3653000593185425
1751413794.1423473,450,1.2984000444412231
1751413829.058427,475,1.3791999816894531
1751413863.9970157,500,1.3097000122070312
1751414193.6783862,525,1.2633999586105347
1751414228.395891,550,1.1692999601364136
1751414263.0871444,575,1.278499960899353
1751414298.0592802,600,1.2275999784469604
1751414332.8973386,625,1.2664999961853027
1751414367.933658,650,1.2005000114440918
1751414402.8075426,675,1.190999984741211
1751414437.7170234,700,1.1476000547409058
1751414472.652349,725,1.219499945640564
1751414506.4099905,750,1.138800024986267
1751414541.438425,775,1.1670000553131104
1751414576.2902467,800,1.0820000171661377
1751414611.0833411,825,1.1448999643325806
1751414645.7881083,850,1.1330000162124634
1751414680.5117395,875,1.1093000173568726
1751414715.3167942,900,1.1583000421524048
1751414749.953318,925,1.0534000396728516
1751414784.8366044,950,1.1079000234603882
1751414819.6889415,975,1.0663000345230103
1751414854.4244728,1000,1.0479999780654907
1751415170.0736966,1025,0.9940999746322632
1751415204.8814394,1050,1.0019999742507935
1751415239.0196712,1075,1.0537999868392944
1751415273.0416334,1100,1.0456000566482544
1751415307.3280644,1125,1.0815000534057617
1751415341.757764,1150,1.024999976158142
1751415376.270986,1175,1.0468000173568726
1751415410.6153975,1200,1.0494999885559082
1751415445.0927467,1225,1.0321999788284302
1751415479.7123263,1250,0.9958000183105469
1751415514.2344942,1275,1.0361000299453735
1751415548.7692156,1300,1.00409996509552
1751415583.1745005,1325,1.0153000354766846
1751415617.8993516,1350,0.9805999994277954
1751415652.84653,1375,1.0476000308990479
1751415687.798921,1400,0.9882000088691711
1751415722.7762964,1425,0.9243000149726868
1751415757.598498,1450,0.9679999947547913
1751415792.423709,1475,0.913100004196167
1751415826.2160382,1500,0.8992999792098999
1751416131.75219,1525,0.9598000049591064
1751416166.7138069,1550,0.8748999834060669
1751416201.1842363,1575,0.9383000135421753
1751416235.5671365,1600,0.9394000172615051
1751416269.93117,1625,0.9211000204086304
1751416304.1869917,1650,0.8385999798774719
1751416338.4515026,1675,0.8598999977111816
1751416372.564636,1700,0.8967999815940857
1751416406.6843584,1725,0.8754000067710876
1751416440.8582766,1750,0.9074000120162964
1751416475.089084,1775,0.9779000282287598
1751416509.1443365,1800,0.857200026512146
1751416543.4455588,1825,0.88919997215271
1751416577.821489,1850,0.843500018119812
1751416612.1708422,1875,0.8755999803543091
1751416646.61223,1900,0.9409000277519226
1751416681.1374578,1925,0.9079999923706055
1751416715.5997305,1950,0.895799994468689
1751416749.818705,1975,0.8791000247001648
1751416783.9891577,2000,0.817300021648407
1751417067.587821,2025,0.8500000238418579
1751417101.8988764,2050,0.8325999975204468
1751417136.2877402,2075,0.8755000233650208
1751417170.5678833,2100,0.8787000179290771
1751417204.9542181,2125,0.8899999856948853
1751417239.348279,2150,0.911899983882904
1751417273.7577846,2175,0.8622000217437744
1751417308.360151,2200,0.8978000283241272
1751417342.8433683,2225,0.8495000004768372
1751417376.1734314,2250,0.8521999716758728
1751417410.5808017,2275,0.745199978351593
1751417444.8771074,2300,0.7753000259399414
1751417479.3747573,2325,0.7057999968528748
1751417513.9063833,2350,0.7523000240325928
1751417548.157352,2375,0.8241999745368958
1751417582.5928254,2400,0.79339998960495
1751417617.2553067,2425,0.8425999879837036
1751417651.6817307,2450,0.774399995803833
1751417685.933362,2475,0.765500009059906
1751417720.169768,2500,0.8281000256538391
1751418008.5201905,2525,0.8339999914169312
1751418042.9064622,2550,0.7821000218391418
1751418077.22409,2575,0.769599974155426
1751418111.6710122,2600,0.8187999725341797
1751418146.054698,2625,0.7720000147819519
1751418180.4523227,2650,0.801800012588501
1751418215.0317824,2675,0.7793999910354614
1751418249.46665,2700,0.7800999879837036
1751418283.8999398,2725,0.7656999826431274
1751418318.174584,2750,0.758400022983551
1751418352.4435236,2775,0.7943000197410583
1751418386.8193254,2800,0.7659000158309937
1751418421.2644112,2825,0.7501000165939331
1751418455.6616998,2850,0.7847999930381775
1751418490.0303862,2875,0.809499979019165
1751418524.578898,2900,0.766700029373169
1751418558.6674168,2925,0.7807000279426575
1751418593.0722406,2950,0.727400004863739
1751418627.6679635,2975,0.7494999766349792
1751418661.1349669,3000,0.7384999990463257
1751418946.526649,3025,0.6890000104904175
1751418981.093544,3050,0.6782000064849854
1751419015.6881342,3075,0.6620000004768372
1751419050.382573,3100,0.6686000227928162
1751419084.9851177,3125,0.7017999887466431
1751419119.5598357,3150,0.7473999857902527
1751419154.0109131,3175,0.6780999898910522
1751419188.421451,3200,0.7160999774932861
1751419222.8509886,3225,0.7361000180244446
1751419257.457499,3250,0.7314000129699707
1751419292.1066751,3275,0.6751000285148621
1751419326.7335658,3300,0.694100022315979
1751419361.406657,3325,0.7110999822616577
1751419395.9874709,3350,0.6987000107765198
1751419430.6335695,3375,0.7149999737739563
1751419465.318802,3400,0.6819000244140625
1751419500.0245867,3425,0.6633999943733215
1751419534.702708,3450,0.6597999930381775
1751419569.374745,3475,0.659600019454956
1751419603.9638116,3500,0.6931999921798706
1751419871.6180027,3525,0.707099974155426
1751419906.0511267,3550,0.6779999732971191
1751419940.6125007,3575,0.713699996471405
1751419975.0658824,3600,0.701200008392334
1751420009.5798736,3625,0.7188000082969666
1751420044.0338895,3650,0.722599983215332
1751420078.510368,3675,0.6169000267982483
1751420112.880123,3700,0.6984000205993652
1751420147.14619,3725,0.6446999907493591
1751420180.5751524,3750,0.7146000266075134
1751420215.213047,3775,0.5867000222206116
1751420249.866376,3800,0.5928999781608582
1751420284.439253,3825,0.6265000104904175
1751420318.908212,3850,0.6029999852180481
1751420353.4887507,3875,0.6331999897956848
1751420387.9580767,3900,0.6150000095367432
1751420422.4130943,3925,0.6358000040054321
1751420457.0225515,3950,0.6373999714851379
1751420491.5608575,3975,0.6251000165939331
1751420526.197196,4000,0.6513000130653381
1751420794.3834598,4025,0.6316999793052673
1751420828.84673,4050,0.5918999910354614
1751420863.5434694,4075,0.6309000253677368
1751420898.352942,4100,0.621399998664856
1751420932.8730574,4125,0.616100013256073
1751420967.4348533,4150,0.6172999739646912
1751421001.94567,4175,0.6004999876022339
1751421036.3975942,4200,0.6044999957084656
1751421070.8803403,4225,0.6044999957084656
1751421105.708213,4250,0.6398000121116638
1751421140.3361485,4275,0.6427000164985657
1751421174.9323466,4300,0.5902000069618225
1751421209.5635269,4325,0.6416000127792358
1751421244.1912255,4350,0.6309000253677368
1751421278.909863,4375,0.6577000021934509
1751421313.457245,4400,0.6261000037193298
1751421348.0493376,4425,0.6381999850273132
1751421382.7407708,4450,0.5958999991416931
1751421417.255156,4475,0.6122000217437744
1751421451.013595,4500,0.5684000253677368
1751421713.2772007,4525,0.5336999893188477
1751421747.9110205,4550,0.5666000247001648
1751421782.5922744,4575,0.5303000211715698
1751421817.1497724,4600,0.5113999843597412
1751421851.8065262,4625,0.5651000142097473
1751421886.382781,4650,0.5655999779701233
1751421921.0255544,4675,0.5385000109672546
1751421955.5400865,4700,0.5386999845504761
1751421989.9989712,4725,0.5482000112533569
1751422024.5801182,4750,0.5638999938964844
